,SP500,VIX,RV_30D,IV_VAR,RV_30D_VAR,VRP,WTI_Crude_Oil,Natural_Gas,Copper,Gold,Silver,USD_JPY,USD_CHF,Japan_Policy_Rate,Japan_10Y_JGB,Industrial_Production,Unemployment_Rate,Consumer_Sentiment,Building_Permits,Retail_Sales,IG_OAS_Spread,NFCI,CPI,Core_CPI,CPI_YoY,Core_CPI_YoY,Core_minus_Headline_Inflation,Expected_Inflation_5Y,Expected_Inflation_10Y,Fed_Total_Assets,Treasury_General_Account,Bank_Reserves,US_10Y_Treasury,US_2Y_Treasury,US_3M_Treasury,US_10Y_Real_Yield,credit_card_debt,foodbanks_near_me,help_with_mortgage,resume_template,sell_jewelry,Sector_Rotation,BBB_AAA_Credit_Spread,High_Yield_Spread,Short_Term_Credit_Spread,Long_Term_Credit_Spread,Credit_Spread_Term_Struct,Spread_10Y_2Y,Spread_10Y_3M
2008-10-03,1099.22998046875,45.13999938964844,0.4819162451057754,0.20376195448974613,0.2322432672968498,-0.02848131280710367,93.87999725341797,7.357999801635742,2.7049999237060547,828.9000244140625,11.270000457763672,105.76,1.1295,0.487,1.486,94.7219,6.5,57.6,736.0,346137.0,4.91,2.07329,216.573,216.788,3.655186277137501,2.2213629955157854,-1.4338232816217156,0.96,1.45,1503989.0,8629.0,167055.0,3.63,1.6,0.51,2.18,81.0,0.0,40.0,61.0,58.0,-0.0896643332135128,2.6000000000000005,8.43,1.7799999999999998,5.07,-3.2900000000000005,2.03,3.12
2008-10-10,899.219970703125,69.94999694824219,0.5412190607589018,0.4893002073059091,0.29291807172874784,0.19638213557716128,77.69999694824219,6.534999847412109,2.1565001010894775,855.4000244140625,10.545000076293945,99.44,1.1221,0.487,1.486,94.7219,6.5,57.6,736.0,346137.0,5.81,2.32481,216.573,216.788,3.655186277137501,2.2213629955157854,-1.4338232816217156,0.2,0.92,1591587.0,7910.0,119718.0,3.89,1.62,0.25,2.97,81.0,0.0,40.0,61.0,58.0,-0.0026927046800536703,2.6000000000000005,11.549999999999999,1.8800000000000001,5.07,-3.1900000000000004,2.27,3.64
2008-10-17,940.5499877929688,70.33000183105469,0.7055614169176164,0.4946309157556156,0.4978169130427945,-0.0031859972871789433,71.8499984741211,6.785999774932861,2.180999994277954,785.0999755859375,9.3100004196167,101.4,1.1339,0.487,1.486,94.7219,6.5,57.6,736.0,346137.0,5.87,2.52056,216.573,216.788,3.655186277137501,2.2213629955157854,-1.4338232816217156,0.04,1.11,1770809.0,7338.0,281034.0,3.98,1.64,0.83,2.87,81.0,0.0,40.0,61.0,58.0,-0.03638224170608055,2.6000000000000005,12.139999999999999,1.5999999999999999,5.07,-3.4700000000000006,2.34,3.15
2008-10-24,876.77001953125,79.12999725341797,0.7357676723690251,0.6261556465325936,0.541354067703333,0.08480157882926054,64.1500015258789,6.238999843597412,1.6749999523162842,729.0999755859375,9.295000076293945,92.64,1.1526,0.487,1.486,94.7219,6.5,57.6,736.0,346137.0,6.09,2.66273,216.573,216.788,3.655186277137501,2.2213629955157854,-1.4338232816217156,-0.8,0.74,1802602.0,23166.0,301260.0,3.76,1.57,0.89,3.02,81.0,0.0,40.0,61.0,58.0,-0.07202393971394838,2.6000000000000005,12.88,1.0499999999999998,5.07,-4.0200000000000005,2.1899999999999995,2.8699999999999997
2008-10-31,968.75,59.88999938964844,0.7715805811654751,0.35868120268920906,0.5953365932316523,-0.23665539054244328,67.80999755859375,6.7829999923706055,1.843999981880188,716.7999877929688,9.729999542236328,98.28,1.1669,0.487,1.486,94.7219,6.5,57.6,736.0,346137.0,6.06,2.78395,216.573,216.788,3.655186277137501,2.2213629955157854,-1.4338232816217156,-0.96,0.87,1969086.0,100736.0,260924.0,4.01,1.56,0.46,3.14,89.0,0.0,66.0,54.0,58.0,0.0899545541939096,2.6000000000000005,12.360000000000001,1.51,5.07,-3.5600000000000005,2.4499999999999997,3.55
2008-11-07,930.989990234375,56.099998474121094,0.8032513654689095,0.3147209828796389,0.6452127561276676,-0.3304917732480287,61.040000915527344,6.756999969482422,1.6924999952316284,733.2000122070312,9.963000297546387,98.15,1.1761,0.301,1.377,93.4715,6.8,55.3,626.0,332498.0,5.91,2.87675,212.425,216.947,1.0695746918073956,2.015893915169764,0.9463192233623685,-1.0,0.97,2074205.0,31800.0,493611.0,3.83,1.33,0.31,2.86,89.0,0.0,66.0,54.0,58.0,-0.059763414231717826,3.0900000000000007,12.78,1.0999999999999999,5.6800000000000015,-4.580000000000002,2.5,3.52
2008-11-14,873.2899780273438,66.30999755859375,0.7878781821965206,0.43970157762207085,0.6207520299812938,-0.1810504523592229,57.040000915527344,6.311999797821045,1.7015000581741333,742.4000244140625,9.489999771118164,96.66,1.187,0.301,1.377,93.4715,6.8,55.3,626.0,332498.0,5.88,2.95741,212.425,216.947,1.0695746918073956,2.015893915169764,0.9463192233623685,-1.1,0.85,2212852.0,61776.0,592141.0,3.72,1.22,0.15,2.87,89.0,0.0,66.0,54.0,58.0,-0.052892655170700714,3.0900000000000007,13.63,1.2599999999999998,5.6800000000000015,-4.420000000000002,2.5,3.5700000000000003
2008-11-21,800.030029296875,72.66999816894531,0.8046698525917739,0.5280928633874515,0.6474935716700672,-0.11940070828261562,49.93000030517578,6.480000019073486,1.5709999799728394,791.7000122070312,9.479999542236328,95.42,1.2237,0.301,1.377,93.4715,6.8,55.3,626.0,332498.0,6.36,3.03407,212.425,216.947,1.0695746918073956,2.015893915169764,0.9463192233623685,-1.94,0.05,2187137.0,60465.0,633849.0,3.2,1.09,0.02,3.15,89.0,0.0,66.0,54.0,58.0,-0.08551771403774733,3.0900000000000007,16.39,1.26,5.6800000000000015,-4.420000000000002,2.1100000000000003,3.18
2008-11-28,896.239990234375,55.279998779296875,0.7062977563726027,0.3055878265039064,0.49885652065697245,-0.19326869415306602,54.43000030517578,6.510000228881836,1.6234999895095825,816.2000122070312,10.1850004196167,95.46,1.2165,0.301,1.377,93.4715,6.8,55.3,626.0,332498.0,6.42,3.06102,212.425,216.947,1.0695746918073956,2.015893915169764,0.9463192233623685,-2.24,0.33,2106117.0,64531.0,577731.0,2.93,1.0,0.01,2.6,89.0,0.0,66.0,54.0,58.0,0.10233129834045376,3.0900000000000007,16.25,1.21,5.6800000000000015,-4.4700000000000015,1.9300000000000002,2.9200000000000004
2008-12-05,876.0700073242188,59.93000030517578,0.7414190967478493,0.3591604936578369,0.5497022770223968,-0.1905417833645599,40.810001373291016,5.742000102996826,1.3550000190734863,750.5,9.401000022888184,92.18,1.2238,0.211,1.214,90.8357,7.3,60.1,554.0,324767.0,6.56,3.05424,210.228,216.925,0.09141290064560437,1.7624596562335837,1.6710467555879793,-0.12,0.44,2136924.0,61049.0,633911.0,2.67,0.93,0.02,2.23,93.0,0.0,52.0,51.0,54.0,-0.009228961670846969,3.38,18.32,1.08,6.01,-4.93,1.7399999999999998,2.65
2008-12-12,879.72998046875,54.279998779296875,0.6756179312164621,0.29463182674804705,0.4564595889812121,-0.16182776223316503,46.279998779296875,5.48799991607666,1.406000018119812,818.9000244140625,10.199000358581543,91.26,1.1796,0.211,1.214,90.8357,7.3,60.1,554.0,324767.0,6.52,2.98967,210.228,216.925,0.09141290064560437,1.7624596562335837,1.6710467555879793,-0.38,0.17,2250012.0,49529.0,777875.0,2.6,0.78,0.02,2.43,93.0,0.0,52.0,51.0,54.0,0.01776784408414267,3.38,18.880000000000003,0.48,6.01,-5.529999999999999,1.82,2.58
2008-12-19,887.8800048828125,44.93000030517578,0.6494510511704382,0.2018704927423096,0.4217866678663872,-0.2199161751240776,33.869998931884766,5.334000110626221,1.3049999475479126,836.4000244140625,10.819000244140625,89.48,1.1105,0.211,1.214,90.8357,7.3,60.1,554.0,324767.0,6.3,2.86551,210.228,216.925,0.09141290064560437,1.7624596562335837,1.6710467555879793,-0.31,0.15,2254983.0,79632.0,800403.0,2.13,0.74,0.02,1.98,93.0,0.0,52.0,51.0,54.0,-0.015439381798841263,3.38,18.009999999999998,0.23,6.01,-5.779999999999999,1.39,2.11
2008-12-26,872.7999877929688,43.380001068115234,0.6233975465143676,0.18818244926696792,0.3886245010001331,-0.2004420517331652,37.709999084472656,5.826000213623047,1.2745000123977661,870.4000244140625,10.503000259399414,90.65,1.07,0.211,1.214,90.8357,7.3,60.1,554.0,324767.0,6.2,2.70624,210.228,216.925,0.09141290064560437,1.7624596562335837,1.6710467555879793,-0.28,0.13,2232311.0,125933.0,784628.0,2.16,0.89,0.03,2.03,93.0,0.0,52.0,51.0,54.0,-0.014061034666752865,3.38,17.130000000000003,0.22,6.01,-5.79,1.27,2.1300000000000003
2009-01-02,931.7999877929688,39.189998626708984,0.583726538708086,0.1535855992361452,0.3407366719921226,-0.1871510727559774,46.34000015258789,5.9710001945495605,1.444000005722046,878.7999877929688,11.46500015258789,91.12,1.0685,0.12,1.272,88.57,7.8,61.2,545.0,329787.0,6.03,2.5535,211.143,217.346,0.02984650369528552,1.6723503187990874,1.6425038151038018,-0.25,0.17,2239457.0,114229.0,847821.0,2.46,0.88,0.08,2.29,78.0,0.0,43.0,41.0,56.0,0.031229749712240233,3.0900000000000007,15.32,0.16999999999999998,5.620000000000001,-5.450000000000001,1.58,2.38
2009-01-09,890.3499755859375,42.81999969482422,0.4597409658302486,0.1833552373864746,0.2113617556625298,-0.028006518276055187,40.83000183105469,5.515999794006348,1.5455000400543213,854.2999877929688,11.295000076293945,90.25,1.1096,0.12,1.272,88.57,7.8,61.2,545.0,329787.0,5.62,2.40124,211.143,217.346,0.02984650369528552,1.6723503187990874,1.6425038151038018,-0.09,0.56,2121439.0,66137.0,877820.0,2.43,0.75,0.07,1.87,78.0,0.0,43.0,41.0,56.0,-0.006808663196917565,3.0900000000000007,14.129999999999999,0.18,5.620000000000001,-5.440000000000001,1.6800000000000002,2.3600000000000003
2009-01-16,850.1199951171875,46.11000061035156,0.3470594153890315,0.21261321562866217,0.12045023781017632,0.09216297781848586,36.5099983215332,4.801000118255615,1.5134999752044678,839.2999877929688,11.194999694824219,90.29,1.1177,0.12,1.272,88.57,7.8,61.2,545.0,329787.0,5.54,2.27775,211.143,217.346,0.02984650369528552,1.6723503187990874,1.6425038151038018,0.0,0.55,2049714.0,36826.0,847259.0,2.36,0.73,0.12,1.81,78.0,0.0,43.0,41.0,56.0,-0.06272523946408,3.0900000000000007,14.27,0.21000000000000002,5.620000000000001,-5.410000000000001,1.63,2.2399999999999998
2009-01-23,831.9500122070312,47.27000045776367,0.3564114319093279,0.22344529432769777,0.12702910879565746,0.09641618553204032,46.470001220703125,4.51800012588501,1.4574999809265137,895.2999877929688,11.932000160217285,88.72,1.1629,0.12,1.272,88.57,7.8,61.2,545.0,329787.0,5.56,2.1878,211.143,217.346,0.02984650369528552,1.6723503187990874,1.6425038151038018,0.09,0.72,2037112.0,35510.0,843051.0,2.65,0.83,0.11,1.93,78.0,0.0,43.0,41.0,56.0,-0.02493142917214053,3.0900000000000007,14.21,0.16000000000000003,5.620000000000001,-5.460000000000001,1.8199999999999998,2.54
2009-01-30,825.8800048828125,44.84000015258789,0.34419038948185277,0.2010625613684082,0.1184670242116695,0.08259553715673869,41.68000030517578,4.416999816894531,1.4620000123977661,927.2999877929688,12.5600004196167,89.83,1.1612,0.12,1.272,88.57,7.8,61.2,545.0,329787.0,5.35,2.12819,211.143,217.346,0.02984650369528552,1.6723503187990874,1.6425038151038018,0.38,1.14,1927082.0,55539.0,795229.0,2.87,0.94,0.24,1.73,78.0,0.0,43.0,41.0,56.0,-0.0075999255010824615,3.0900000000000007,13.7,0.12,5.620000000000001,-5.500000000000001,1.9300000000000002,2.63
2009-02-06,868.5999755859375,43.369998931884766,0.35182096427834597,0.18809568073516858,0.12377799090574519,0.06431768982942339,40.16999816894531,4.77400016784668,1.622499942779541,913.9000244140625,13.154999732971191,91.95,1.1694,0.111,1.277,88.031,8.3,56.3,558.0,328376.0,5.25,2.09799,212.193,217.792,0.2361910880378737,1.800980653363804,1.5647895653259303,0.7,1.23,1851437.0,41917.0,661731.0,3.05,0.99,0.28,1.82,90.0,0.0,55.0,68.0,56.0,0.025551167386020222,2.8100000000000005,13.18,0.20999999999999996,5.21,-5.0,2.0599999999999996,2.7699999999999996
2009-02-13,826.8400268554688,42.93000030517578,0.3709479951969513,0.18429849262023926,0.13760241514063742,0.04669607747960183,37.5099983215332,4.452000141143799,1.534999966621399,941.5,13.619999885559082,91.84,1.1581,0.111,1.277,88.031,8.3,56.3,558.0,328376.0,5.19,2.09855,212.193,217.792,0.2361910880378737,1.800980653363804,1.5647895653259303,0.67,1.21,1843400.0,36506.0,603078.0,2.89,0.97,0.29,1.68,90.0,0.0,55.0,68.0,56.0,-0.014404318824336494,2.8100000000000005,13.34,0.21000000000000002,5.21,-5.0,1.9200000000000002,2.6
2009-02-20,770.0499877929688,49.29999923706055,0.3691343788109191,0.24304899247741707,0.13626018962012312,0.10678880285729395,38.939998626708984,4.00600004196167,1.4140000343322754,1001.7999877929688,14.48799991607666,93.87,1.1681,0.111,1.277,88.031,8.3,56.3,558.0,328376.0,5.41,2.11525,212.193,217.792,0.2361910880378737,1.800980653363804,1.5647895653259303,0.57,1.11,1915562.0,31082.0,689085.0,2.78,0.96,0.27,1.67,90.0,0.0,55.0,68.0,56.0,-0.04944658761193269,2.8100000000000005,13.89,0.13999999999999996,5.21,-5.07,1.8199999999999998,2.51
2009-02-27,735.0900268554688,46.349998474121094,0.39019087812472164,0.21483223585510278,0.15224892137174137,0.06258331448336141,44.7599983215332,4.197999954223633,1.5260000228881836,941.5,13.085000038146973,97.74,1.1672,0.111,1.277,88.031,8.3,56.3,558.0,328376.0,5.58,2.13157,212.193,217.792,0.2361910880378737,1.800980653363804,1.5647895653259303,0.58,0.96,1916115.0,35583.0,692397.0,3.02,1.0,0.26,2.06,90.0,0.0,55.0,68.0,56.0,0.033174240791396935,2.8100000000000005,14.52,0.25,5.21,-4.96,2.02,2.76
2009-03-06,683.3800048828125,49.33000183105469,0.38019975390200805,0.24334490806518588,0.1445518528671475,0.09879305519803838,45.52000045776367,3.944999933242798,1.6805000305175781,942.0999755859375,13.322999954223633,97.88,1.1525,0.1,1.323,86.6528,8.7,57.3,513.0,322634.0,5.87,2.13564,212.709,218.253,-0.3835562549173832,1.7876130957932945,2.1711693507106777,0.37,0.81,1901317.0,52413.0,647729.0,2.83,0.91,0.21,2.02,95.0,0.0,74.0,62.0,56.0,-0.035925340367681836,2.92,15.84,0.14999999999999997,5.6,-5.449999999999999,1.92,2.62
2009-03-13,756.5499877929688,42.36000061035156,0.4232481013449449,0.17943696517089847,0.17913895529210075,0.000298009878797717,46.25,3.931999921798706,1.6584999561309814,929.7999877929688,13.229999542236328,98.04,1.188,0.1,1.323,86.6528,8.7,57.3,513.0,322634.0,6.0,2.09835,212.709,218.253,-0.3835562549173832,1.7876130957932945,2.1711693507106777,0.5,1.02,1899514.0,48896.0,628627.0,2.89,0.98,0.2,1.87,95.0,0.0,74.0,62.0,56.0,0.07672980559081692,2.92,15.219999999999999,0.25,5.6,-5.35,1.9100000000000001,2.69
2009-03-20,768.5399780273438,45.88999938964844,0.43351822863330586,0.21058920439819342,0.18793805455735926,0.02265114984083416,51.060001373291016,4.2270002365112305,1.787500023841858,955.7999877929688,13.82699966430664,96.18,1.1243,0.1,1.323,86.6528,8.7,57.3,513.0,322634.0,5.99,2.02593,212.709,218.253,-0.3835562549173832,1.7876130957932945,2.1711693507106777,0.63,1.22,2066942.0,72723.0,777925.0,2.65,0.89,0.22,1.43,95.0,0.0,74.0,62.0,56.0,0.0030314854125255523,2.92,14.919999999999998,0.020000000000000018,5.6,-5.58,1.7599999999999998,2.4299999999999997
2009-03-27,815.9400024414062,41.040000915527344,0.4637587428329526,0.1684281675146485,0.21507217155400066,-0.04664400403935215,52.380001068115234,3.63100004196167,1.8335000276565552,923.0,13.25100040435791,97.99,1.1435,0.1,1.323,86.6528,8.7,57.3,513.0,322634.0,5.96,1.92084,212.709,218.253,-0.3835562549173832,1.7876130957932945,2.1711693507106777,0.9,1.4,2071556.0,78083.0,795806.0,2.78,0.9,0.14,1.38,95.0,0.0,74.0,62.0,56.0,0.04495365090635554,2.92,13.93,0.16999999999999998,5.6,-5.43,1.88,2.6399999999999997
2009-04-03,842.5,39.70000076293945,0.4617498083383005,0.1576090060577393,0.21321288550045722,-0.05560387944271791,52.5099983215332,3.8010001182556152,1.999500036239624,895.5999755859375,12.725000381469727,99.94,1.1321,0.104,1.402,85.9344,9.0,65.1,521.0,324323.0,5.81,1.7964,213.24,218.706,-0.7368857152167174,1.93232662192393,2.6692123371406473,0.8,1.38,2078936.0,47129.0,804033.0,2.91,0.96,0.21,1.53,88.0,0.0,78.0,58.0,53.0,0.04372538859645351,3.000000000000001,13.600000000000001,0.29000000000000004,5.460000000000001,-5.170000000000001,1.9500000000000002,2.7
2009-04-10,856.5599975585938,36.529998779296875,0.4497183197359798,0.1334440810815431,0.20224656710615296,-0.06880248602460987,52.2400016784668,3.609999895095825,2.070499897003174,882.2000122070312,12.324999809265137,100.3,1.1575,0.104,1.402,85.9344,9.0,65.1,521.0,324323.0,5.63,1.65638,213.24,218.706,-0.7368857152167174,1.93232662192393,2.6692123371406473,0.82,1.34,2088573.0,35981.0,841151.0,2.96,0.96,0.18,1.62,88.0,0.0,78.0,58.0,53.0,0.023483187837340564,3.000000000000001,13.260000000000002,0.13,5.460000000000001,-5.330000000000001,2.0,2.78
2009-04-17,869.5999755859375,33.939998626708984,0.38862287617980074,0.11519235067810077,0.15102773989026072,-0.03583538921215995,50.33000183105469,3.7290000915527344,2.2114999294281006,867.4000244140625,11.78499984741211,99.21,1.1674,0.104,1.402,85.9344,9.0,65.1,521.0,324323.0,5.32,1.51459,213.24,218.706,-0.7368857152167174,1.93232662192393,2.6692123371406473,0.73,1.28,2186498.0,41866.0,837749.0,2.98,0.99,0.14,1.7,88.0,0.0,78.0,58.0,53.0,0.013138931856797821,3.000000000000001,12.120000000000001,0.06999999999999998,5.460000000000001,-5.390000000000001,1.99,2.84
2009-04-24,866.22998046875,36.81999969482422,0.37206085399982314,0.13557123775268556,0.1384292790790777,-0.002858041326392141,51.54999923706055,3.296999931335449,2.071000099182129,913.5999755859375,12.914999961853027,97.08,1.1368,0.104,1.402,85.9344,9.0,65.1,521.0,324323.0,5.16,1.37554,213.24,218.706,-0.7368857152167174,1.93232662192393,2.6692123371406473,0.73,1.5,2196812.0,65720.0,924827.0,3.03,0.99,0.1,1.53,88.0,0.0,78.0,58.0,53.0,0.038470463856035884,3.000000000000001,11.94,0.1,5.460000000000001,-5.360000000000001,2.04,2.9299999999999997
2009-05-01,877.52001953125,35.29999923706055,0.36244320241419165,0.12460899461364752,0.1313650749762547,-0.006756080362607164,53.20000076293945,3.5460000038146973,2.1015000343322754,887.5999755859375,12.479999542236328,99.24,1.1364,0.102,1.481,85.0665,9.4,68.7,556.0,327011.0,4.81,1.24053,213.856,218.904,-1.2814357989586078,1.8461309413034588,3.1275667402620666,0.79,1.41,2066712.0,84774.0,827227.0,3.21,0.92,0.16,1.8,85.0,0.0,51.0,57.0,48.0,-0.016355913232855086,2.5200000000000005,10.05,0.07,4.7700000000000005,-4.7,2.29,3.05
2009-05-08,929.22998046875,32.04999923706055,0.311734747478553,0.10272024510955816,0.09717855278551721,0.005541692324040948,58.630001068115234,4.310999870300293,2.1470000743865967,914.4000244140625,13.9350004196167,99.01,1.1202,0.102,1.481,85.0665,9.4,68.7,556.0,327011.0,4.44,1.11667,213.856,218.904,-1.2814357989586078,1.8461309413034588,3.1275667402620666,1.04,1.52,2079758.0,87083.0,777037.0,3.29,1.0,0.19,1.77,85.0,0.0,51.0,57.0,48.0,0.030393264041129076,2.5200000000000005,9.120000000000001,0.020000000000000018,4.7700000000000005,-4.75,2.29,3.1
2009-05-15,882.8800048828125,33.119998931884766,0.29496219167943494,0.1096934329248048,0.08700269452033571,0.022690738404469085,56.34000015258789,4.0980000495910645,2.0280001163482666,930.9000244140625,13.989999771118164,94.89,1.1132,0.102,1.481,85.0665,9.4,68.7,556.0,327011.0,4.42,1.01525,213.856,218.904,-1.2814357989586078,1.8461309413034588,3.1275667402620666,1.0,1.48,2196351.0,76059.0,858146.0,3.14,0.88,0.17,1.66,85.0,0.0,51.0,57.0,48.0,-0.04252801955225302,2.5200000000000005,9.620000000000001,0.06,4.7700000000000005,-4.710000000000001,2.2600000000000002,2.97
2009-05-22,887.0,32.630001068115234,0.27985294060734056,0.10647169697052013,0.07831766836657568,0.028154028603944448,61.66999816894531,3.515000104904175,2.1024999618530273,958.5,14.682999610900879,94.45,1.0847,0.102,1.481,85.0665,9.4,68.7,556.0,327011.0,4.22,0.93122,213.856,218.904,-1.2814357989586078,1.8461309413034588,3.1275667402620666,1.19,1.73,2181632.0,49838.0,934135.0,3.45,0.92,0.18,1.72,85.0,0.0,51.0,57.0,48.0,0.004575219250274746,2.5200000000000005,8.84,0.07,4.7700000000000005,-4.7,2.5300000000000002,3.27
2009-05-29,919.1400146484375,28.920000076293945,0.28849933805394823,0.08363664044128417,0.0832318680575663,0.0004047723837178746,66.30999755859375,3.8350000381469727,2.197499990463257,978.7999877929688,15.600000381469727,95.55,1.0692,0.102,1.481,85.0665,9.4,68.7,556.0,327011.0,3.94,0.87194,213.856,218.904,-1.2814357989586078,1.8461309413034588,3.1275667402620666,1.36,1.8,2080115.0,26692.0,867413.0,3.47,0.92,0.14,1.67,85.0,0.0,51.0,57.0,48.0,0.018696327442566364,2.5200000000000005,8.469999999999999,0.20999999999999996,4.7700000000000005,-4.5600000000000005,2.5500000000000003,3.33
2009-06-05,940.0900268554688,29.6200008392334,0.2607104048732484,0.08773444497161871,0.06796991520917312,0.019764529762445596,68.44000244140625,3.868000030517578,2.2809998989105225,961.7000122070312,15.37600040435791,98.18,1.0852,0.104,1.363,84.7459,9.5,70.8,601.0,332227.0,3.56,0.82481,215.693,219.112,-1.4267760436898702,1.7119726678550107,3.138748711544881,1.71,1.96,2077695.0,32573.0,853660.0,3.84,1.32,0.2,1.88,82.0,0.0,40.0,58.0,52.0,0.015543481148240447,1.8899999999999997,6.979999999999999,0.01999999999999999,3.78,-3.76,2.5199999999999996,3.6399999999999997
2009-06-12,946.2100219726562,28.149999618530273,0.24920867029101132,0.07924224785232546,0.062104961348213986,0.017137286504111476,72.04000091552734,3.8570001125335693,2.367500066757202,940.0999755859375,14.864999771118164,98.17,1.0756,0.104,1.363,84.7459,9.5,70.8,601.0,332227.0,3.38,0.78915,215.693,219.112,-1.4267760436898702,1.7119726678550107,3.138748711544881,1.67,1.9,2052297.0,31392.0,804321.0,3.81,1.3,0.19,1.91,82.0,0.0,40.0,58.0,52.0,-0.0013766023366835745,1.8899999999999997,6.6899999999999995,0.18,3.78,-3.5999999999999996,2.51,3.62
2009-06-19,921.22998046875,27.989999771118164,0.23864373531131067,0.07834400871871948,0.05695083240333491,0.021393176315384572,69.55000305175781,4.0320000648498535,2.245500087738037,935.5999755859375,14.189000129699707,96.15,1.0773,0.104,1.363,84.7459,9.5,70.8,601.0,332227.0,3.31,0.75895,215.693,219.112,-1.4267760436898702,1.7119726678550107,3.138748711544881,1.54,1.88,2072527.0,42257.0,817587.0,3.79,1.25,0.19,1.91,82.0,0.0,40.0,58.0,52.0,-0.04084787280626412,1.8899999999999997,7.029999999999999,0.07,3.78,-3.71,2.54,3.6
2009-06-26,918.9000244140625,25.93000030517578,0.23044599699298202,0.06723649158264161,0.05310535753008948,0.014131134052552133,69.16000366210938,3.9489998817443848,2.2934999465942383,940.7000122070312,14.116999626159668,95.19,1.0856,0.104,1.363,84.7459,9.5,70.8,601.0,332227.0,3.33,0.72219,215.693,219.112,-1.4267760436898702,1.7119726678550107,3.138748711544881,1.21,1.67,2025571.0,118671.0,692454.0,3.52,1.1,0.2,1.85,82.0,0.0,40.0,58.0,52.0,-0.019384016568965007,1.8899999999999997,7.369999999999999,0.04000000000000001,3.78,-3.7399999999999998,2.42,3.32
2009-07-03,896.4199829101562,27.950000762939453,0.23075298298046357,0.0781202542648316,0.05324693915438211,0.02487331511044949,66.7300033569336,3.615000009536743,2.2899999618530273,930.7000122070312,13.392999649047852,95.95,1.0863,0.102,1.386,85.7027,9.5,66.0,595.0,333670.0,3.3,0.67683,215.351,219.263,-2.097161353676058,1.5270992984974363,3.6242606521734944,1.27,1.64,2005627.0,71990.0,726671.0,3.51,0.98,0.17,1.87,81.0,0.0,43.0,58.0,57.0,-0.016025454357961655,1.6799999999999997,6.959999999999999,0.17999999999999997,3.53,-3.3499999999999996,2.53,3.34
2009-07-10,879.1300048828125,29.020000457763672,0.20777590569805104,0.08421604265686038,0.0431708269886454,0.04104521566821498,59.88999938964844,3.372999906539917,2.200500011444092,912.2000122070312,12.63700008392334,92.33,1.0856,0.102,1.386,85.7027,9.5,66.0,595.0,333670.0,3.3,0.6218,215.351,219.263,-2.097161353676058,1.5270992984974363,3.6242606521734944,1.06,1.52,1992740.0,34200.0,751528.0,3.32,0.91,0.18,1.8,81.0,0.0,43.0,58.0,57.0,-0.01799195066053849,1.6799999999999997,7.33,0.08000000000000002,3.53,-3.4499999999999997,2.4099999999999997,3.1399999999999997
2009-07-17,940.3800048828125,24.34000015258789,0.21670389680941549,0.05924356074279785,0.04696057889238579,0.012282981850412059,63.560001373291016,3.6689999103546143,2.4140000343322754,937.2000122070312,13.39799976348877,94.08,1.0766,0.102,1.386,85.7027,9.5,66.0,595.0,333670.0,3.13,0.55525,215.351,219.263,-2.097161353676058,1.5270992984974363,3.6242606521734944,1.37,1.86,2072451.0,26431.0,781790.0,3.67,1.02,0.17,1.81,81.0,0.0,43.0,58.0,57.0,0.042279784336923545,1.6799999999999997,6.85,0.04999999999999999,3.53,-3.48,2.65,3.5
2009-07-24,979.260009765625,23.09000015258789,0.22785719847551267,0.05331481070465088,0.051918902897109175,0.001395907807541709,68.05000305175781,3.694999933242798,2.5169999599456787,952.7999877929688,13.869999885559082,94.86,1.0701,0.102,1.386,85.7027,9.5,66.0,595.0,333670.0,2.98,0.48393,215.351,219.263,-2.097161353676058,1.5270992984974363,3.6242606521734944,1.39,1.89,2039001.0,73188.0,752269.0,3.7,1.05,0.18,1.81,81.0,0.0,43.0,58.0,57.0,0.0044358824122924245,1.6799999999999997,6.24,0.08000000000000002,3.53,-3.4499999999999997,2.6500000000000004,3.52
2009-07-31,987.47998046875,25.920000076293945,0.2126168934002673,0.06718464039550782,0.04520594335918063,0.021978697036327197,69.44999694824219,3.6530001163482666,2.616499900817871,953.7000122070312,13.932999610900879,94.54,1.0668,0.102,1.386,85.7027,9.5,66.0,595.0,333670.0,2.73,0.41541,215.351,219.263,-2.097161353676058,1.5270992984974363,3.6242606521734944,1.32,1.81,2000547.0,61406.0,764658.0,3.52,1.13,0.18,1.71,87.0,0.0,50.0,55.0,66.0,0.02115381273247352,1.6799999999999997,5.66,0.08000000000000002,3.53,-3.4499999999999997,2.39,3.34
2009-08-07,1010.47998046875,24.760000228881836,0.1881134996091623,0.06130576113342286,0.035386688735206305,0.02591907239821656,70.93000030517578,3.6740000247955322,2.7815001010894775,957.2999877929688,14.66100025177002,97.65,1.0826,0.106,1.314,86.6426,9.6,65.7,616.0,339586.0,2.54,0.35563,215.834,219.496,-1.4843486119606064,1.4339650543224725,2.918313666283079,1.48,2.01,1989203.0,70812.0,718021.0,3.89,1.32,0.19,1.88,87.0,0.0,50.0,55.0,66.0,0.046663054155190974,1.3200000000000003,4.98,0.07,2.99,-2.9200000000000004,2.5700000000000003,3.7
